VVC_00001_TE_2096x1400_8bit_sRGB_006.png	0.054746456	0.87812537	0.872785211	22.51201755	35.62793627	36.67111711	0.166557252	0.943072915	0.423041224	0.795844972	24.346742	18.45641696	None	0.705348	0.705348	178.034183	178.034183
VVC_00001_TE_2096x1400_8bit_sRGB_012.png	0.127412759	0.939007819	0.936475754	24.82123128	37.2298595	37.43787812	0.259503335	0.971206188	0.3131181	0.904198587	45.467087	21.78377857	None	0.757228	0.757228	357.621474	357.621474
VVC_00001_TE_2096x1400_8bit_sRGB_025.png	0.252791712	0.969789445	0.968539	27.55745844	38.46315565	38.22844833	0.362383515	0.98615396	0.227347568	0.954102993	64.134018	25.41476638	None	0.834427	0.834427	543.837417	543.837417
VVC_00001_TE_2096x1400_8bit_sRGB_050.png	0.500725191	0.987174511	0.986669779	31.38871691	39.89863649	39.72118136	0.494113505	0.994618535	0.149238616	0.981048763	80.309256	30.04442193	None	0.993748	0.993748	759.439009	759.439009
VVC_00001_TE_2096x1400_8bit_sRGB_075.png	0.790986914	0.99331969	0.993083298	34.72043812	40.72376009	41.02117904	0.598984182	0.997546434	0.105441459	0.990499377	88.16705	33.7874133	None	1.122077	1.122077	983.559801	983.559801
VVC_00002_TE_2144x1424_8bit_sRGB_006.png	0.058464699	0.873600066	0.868035972	27.49389696	39.51940464	41.09399706	0.19947508	0.966649354	0.319485903	0.816537499	58.067653	24.07356784	None	0.715325	0.715325	213.564924	213.564924
VVC_00002_TE_2144x1424_8bit_sRGB_012.png	0.126226312	0.920779884	0.918220878	29.55551572	40.38206	41.6673687	0.273488909	0.983329117	0.255879849	0.89209646	69.788126	26.71901895	None	0.793397	0.793397	374.670683	374.670683
VVC_00002_TE_2144x1424_8bit_sRGB_025.png	0.247442562	0.953767478	0.952726126	31.86947601	41.21762662	42.74757155	0.361890107	0.992377996	0.197259828	0.942132771	81.118727	29.62660138	None	0.960623	0.960623	558.028335	558.028335
VVC_00002_TE_2144x1424_8bit_sRGB_050.png	0.511364351	0.978435338	0.978083968	35.08007561	41.91763263	43.25305978	0.486355752	0.997188866	0.136613935	0.976394594	90.567954	33.65194924	None	1.152424	1.152424	881.638102	881.638102
VVC_00002_TE_2144x1424_8bit_sRGB_075.png	0.76739896	0.986326516	0.986151338	37.14250558	42.79553587	43.85166552	0.565460801	0.998467565	0.108378083	0.986530542	93.617216	36.16745219	None	1.246291	1.246291	1157.930341	1157.930341
VVC_00003_TE_1944x1296_8bit_sRGB_006.png	0.062090383	0.945134103	0.943881929	28.89471813	37.51145825	33.62675243	0.339259356	0.970593095	0.247364447	0.889634013	52.78447	24.28077239	None	0.636641	0.636641	164.643374	164.643374
VVC_00003_TE_1944x1296_8bit_sRGB_012.png	0.119979805	0.967901826	0.967425883	31.7980643	39.29623945	36.30189297	0.44135353	0.986960053	0.182876065	0.938561976	71.122847	27.77250712	None	0.734154	0.734154	305.155401	305.155401
VVC_00003_TE_1944x1296_8bit_sRGB_025.png	0.251924249	0.985972047	0.985825062	35.49231235	41.69290454	39.25385834	0.571486294	0.995858848	0.121372826	0.975582182	85.688108	32.32994138	None	0.856497	0.856497	524.674802	524.674802
VVC_00003_TE_1944x1296_8bit_sRGB_050.png	0.514647793	0.994292438	0.994243324	39.38820016	43.86356021	41.99940133	0.695623755	0.99872309	0.078481302	0.991363168	92.921201	37.29369222	None	0.965701	0.965701	745.47671	745.47671
VVC_00003_TE_1944x1296_8bit_sRGB_075.png	0.749053752	0.996437669	0.996408939	41.40261521	45.34428845	43.90628435	0.753547728	0.999300063	0.062579982	0.995004535	94.557121	39.86639017	None	1.040824	1.040824	888.494636	888.494636
VVC_00004_TE_1808x1352_8bit_sRGB_006.png	0.056955935	0.898554683	0.895653963	23.97441095	33.42487346	36.42858427	0.260985821	0.953742146	0.381335109	0.868182421	38.919877	20.51292146	None	0.679893	0.679893	164.949158	164.949158
VVC_00004_TE_1808x1352_8bit_sRGB_012.png	0.127326936	0.946911275	0.945787966	26.65610505	35.11580839	38.26908102	0.367731243	0.978835464	0.278058976	0.933254302	60.238477	24.09555662	None	0.775261	0.775261	390.528466	390.528466
VVC_00004_TE_1808x1352_8bit_sRGB_025.png	0.250837828	0.970772505	0.970311701	29.3434261	37.00257244	39.83581424	0.464101493	0.989774108	0.206502259	0.964002669	74.159349	27.27080413	None	0.902994	0.902994	577.257281	577.257281
VVC_00004_TE_1808x1352_8bit_sRGB_050.png	0.506358983	0.987421393	0.987264574	33.11003041	39.46388422	42.19120698	0.587256908	0.996339321	0.136263222	0.985262871	86.123998	31.4782385	None	1.13148	1.13148	836.746285	836.746285
VVC_00004_TE_1808x1352_8bit_sRGB_075.png	0.810588705	0.993662	0.993602812	36.25873184	41.26814857	43.97386847	0.681038916	0.998365641	0.09620931	0.993065119	91.509687	34.95840246	None	1.293597	1.293597	1002.531054	1002.531054
VVC_00005_TE_1336x872_8bit_sRGB_006.png	0.060285393	0.985134065	0.983967125	30.99878143	36.2072307	36.42093621	0.460127801	0.975185096	0.154292583	0.967531979	70.685992	27.61733575	None	0.355741	0.355741	85.139743	85.139743
VVC_00005_TE_1336x872_8bit_sRGB_012.png	0.118757897	0.993017972	0.992615223	35.22473577	39.71307644	39.90598901	0.580188692	0.990171254	0.100708216	0.987674177	84.127109	32.71159483	None	0.39142	0.39142	133.95914	133.95914
VVC_00005_TE_1336x872_8bit_sRGB_025.png	0.270676537	0.996206105	0.996055782	40.9843498	44.40878722	44.13207281	0.716493547	0.996505916	0.063892446	0.995418906	93.258217	39.06032408	None	0.456906	0.456906	207.044812	207.044812
VVC_00005_TE_1336x872_8bit_sRGB_050.png	0.52636928	0.997062564	0.997006059	45.06072698	48.1635999	47.69294335	0.804358125	0.998317897	0.04954727	0.997340381	95.931762	43.24105703	None	0.496705	0.496705	266.563313	266.563313
VVC_00005_TE_1336x872_8bit_sRGB_075.png	0.760321101	0.997490704	0.997459769	46.73411151	50.25330358	49.75375641	0.841810346	0.998976409	0.043561801	0.998138368	96.613996	45.01162778	None	0.543996	0.543996	345.927174	345.927174
VVC_00006_TE_1544x1120_8bit_sRGB_006.png	0.064017395	0.931562781	0.928233802	24.79150419	34.53602717	38.95253172	0.230231836	0.950588405	0.326152474	0.860467255	44.97486	21.19127186	None	0.45671	0.45671	128.510796	128.510796
VVC_00006_TE_1544x1120_8bit_sRGB_012.png	0.114220947	0.959129035	0.957230985	26.56403384	35.60074794	40.15254942	0.30030185	0.970835388	0.260977358	0.91931653	58.493469	23.63156463	None	0.491635	0.491635	199.996599	199.996599
VVC_00006_TE_1544x1120_8bit_sRGB_025.png	0.255093449	0.983123481	0.982456386	29.97074459	37.68352643	42.33127197	0.425497085	0.987868965	0.174297705	0.968545437	76.478357	28.06680069	None	0.513807	0.513807	310.721584	310.721584
VVC_00006_TE_1544x1120_8bit_sRGB_050.png	0.490391377	0.993097484	0.992873073	33.88434107	40.1172697	44.39006062	0.554160714	0.995305777	0.112736456	0.987770379	87.201294	32.74405774	None	0.598071	0.598071	415.199912	415.199912
VVC_00006_TE_1544x1120_8bit_sRGB_075.png	0.752803479	0.996448278	0.99633038	37.23864152	42.22046039	45.95493484	0.654179156	0.997794807	0.079473466	0.994162738	91.859646	36.45579471	None	0.660013	0.660013	478.814968	478.814968
VVC_00007_TE_1472x976_8bit_sRGB_006.png	0.061592347	0.964733183	0.962387204	30.40658867	41.68424043	42.93947951	0.463997602	0.979268432	0.205550715	0.962993145	65.422455	26.53376711	None	0.404424	0.404424	96.602911	96.602911
VVC_00007_TE_1472x976_8bit_sRGB_012.png	0.122839451	0.981158316	0.980505228	33.59148279	43.95127553	45.11350302	0.568384886	0.991533697	0.146976918	0.981653214	80.690478	30.42291226	None	0.448111	0.448111	186.389348	186.389348
VVC_00007_TE_1472x976_8bit_sRGB_025.png	0.250233874	0.989161015	0.989007175	36.3600505	46.37694727	47.21119788	0.657595336	0.997117579	0.107968651	0.990543485	90.350667	34.11157319	None	0.555638	0.555638	331.278912	331.278912
VVC_00007_TE_1472x976_8bit_sRGB_050.png	0.484191242	0.993674576	0.993624091	38.73677007	48.11189062	48.73170301	0.729532182	0.998805344	0.081229649	0.994910181	94.437497	37.7052536	None	0.647667	0.647667	517.393321	517.393321
VVC_00007_TE_1472x976_8bit_sRGB_075.png	0.782369253	0.99604553	0.99602139	40.78019053	49.08702912	49.68683392	0.784822166	0.999327242	0.064352237	0.996909976	95.717307	40.36005429	None	0.700502	0.700502	668.680692	668.680692
VVC_00008_TE_1912x1272_8bit_sRGB_006.png	0.05549854	0.884532928	0.880250931	27.26560929	38.88724348	48.43560976	0.183372572	0.96646142	0.312195599	0.81485182	49.471114	24.43604766	None	0.564836	0.564836	178.860772	178.860772
